CHR,start,end,gene_id,genename,n_snp_input,n_snp_model,model_type,in_sample_r2,in_sample_cor_pvalue
chr10,13161553,13161554,ENSG00000065328.16,MCM10,146,7,NonSpecific,0.19055341657333405,3.597316868134017e-7
chr10,13302411,13302412,ENSG00000107537.13,PHYH,148,2,CellTypeSpecific,1.1643443434436841e-5,0.9698735009362827
chr10,13348297,13348298,ENSG00000086475.14,SEPHS1,150,4,NonSpecific,0.15909143534145537,4.079149606562288e-6
chr10,13528973,13528974,ENSG00000165626.16,BEND7,138,41,NonSpecific,0.3070173726276477,2.0390420995507182e-11
chr10,14838574,14838575,ENSG00000185267.9,CDNF,86,2,NonSpecific,0.024976193228580523,0.07836481110244047
chr10,14954431,14954432,ENSG00000152457.17,DCLRE1C,81,1,NonSpecific,0.05653596926219457,0.007583273458879019
chr10,15168692,15168693,ENSG00000152465.17,NMT2,83,1,NonSpecific,0.06540484585327536,0.003994344319755074
chr10,16436942,16436943,ENSG00000165983.14,PTER,193,17,CellTypeSpecific,0.31886450657451215,6.934726453077365e-12
chr10,16522004,16522005,ENSG00000165985.9,C1QL3,200,8,NonSpecific,0.7303712485750964,8.225851278660432e-37
chr10,16817527,16817528,ENSG00000148484.17,RSU1,213,5,NonSpecific,0.050990725810596715,0.011338906908941264
chr10,17129830,17129831,ENSG00000107611.14,CUBN,232,31,CellTypeSpecific,0.23260209077499114,1.2324392793368739e-8
chr10,17137584,17137585,ENSG00000273153.1,RP11-406H21.2,232,0,NonSpecific,NA,NA
chr10,17202053,17202054,ENSG00000107614.21,TRDMT1,236,9,NonSpecific,0.2146676091208684,5.297945992422855e-8
chr10,17752251,17752252,ENSG00000148483.8,TMEM236,253,27,CellTypeSpecific,0.07428929076968563,0.0021039859983963574
chr10,17951838,17951839,ENSG00000148482.11,SLC39A12,226,0,NonSpecific,NA,NA
chr10,18659284,18659285,ENSG00000241058.3,NSUN6,176,34,CellTypeSpecific,0.06409481111274726,0.0043905671425737884
chr10,19048770,19048771,ENSG00000204740.10,MALRD1,163,20,CellTypeSpecific,0.1287455857945988,3.9734382648440815e-5
chr10,26438202,26438203,ENSG00000077420.15,APBB1IP,129,16,NonSpecific,0.1366137411194126,2.2143304586124766e-5
chr10,26697658,26697659,ENSG00000148459.15,PDSS1,144,16,NonSpecific,0.14773118041176825,9.630961222457382e-6
chr10,27155266,27155267,ENSG00000120539.14,MASTL,152,47,NonSpecific,0.4292944676625271,1.1338776601976844e-16
chr10,27414367,27414368,ENSG00000182077.10,PTCHD3,166,55,CellTypeSpecific,0.5646392214943073,5.8453673068882356e-24
chr10,27504173,27504174,ENSG00000099246.16,RAB18,160,9,NonSpecific,0.055761624764493985,0.008020761822423469
chr10,28334485,28334486,ENSG00000150054.18,MPP7,114,22,NonSpecific,0.14427937634647478,1.2482349053516104e-5
chr10,28532743,28532744,ENSG00000095787.21,WAC,85,3,NonSpecific,0.032159678619096,0.04538224493466261
chr10,30433936,30433937,ENSG00000107968.9,MAP3K8,11,2,NonSpecific,0.05179591433148574,0.010694436799171635
chr10,32446139,32446140,ENSG00000216937.13,CCDC7,107,54,NonSpecific,0.15533169348633932,5.425905798364861e-6
chr10,32889310,32889311,ENSG00000273038.2,RP11-479G22.8,119,29,NonSpecific,0.06879341684653521,0.0031278214652865136
chr10,35642277,35642278,ENSG00000177283.7,FZD8,41,11,NonSpecific,0.10238247079432036,2.752143878142429e-4
chr10,37125787,37125788,ENSG00000148513.17,ANKRD30A,247,8,NonSpecific,0.0668400029334688,0.0036012982029996897
chr10,37240886,37240887,ENSG00000234918.1,RP11-20F24.2,260,0,NonSpecific,NA,NA
chr10,37309184,37309185,ENSG00000235687.8,LINC00993,260,3,NonSpecific,0.06172682393309293,0.005209563047289794
chr10,37857635,37857636,ENSG00000198105.13,ZNF248,236,15,CellTypeSpecific,0.12743982018719408,4.376805900065977e-5
chr11,207427,207428,ENSG00000177951.17,BET1L,406,9,CellTypeSpecific,0.1588255401051705,4.1624237926988395e-6
chr11,207510,207511,ENSG00000177963.14,RIC8A,406,19,CellTypeSpecific,0.3352070146644506,1.5206278665129104e-12
chr11,236430,236431,ENSG00000142082.14,SIRT3,413,6,CellTypeSpecific,0.318296596718517,7.305642263810777e-12
chr11,236545,236546,ENSG00000185627.17,PSMD13,413,8,CellTypeSpecific,0.09668980829321659,4.163233837129521e-4
chr11,289137,289138,ENSG00000142102.15,PGGHG,423,21,NonSpecific,0.15907816776116454,4.083265513326811e-6
chr11,299525,299526,ENSG00000206013.2,IFITM5,425,5,NonSpecific,0.4948527505343493,5.829014548612026e-20
chr11,307630,307631,ENSG00000185201.16,IFITM2,428,0,NonSpecific,NA,NA
chr11,321339,321340,ENSG00000142089.15,IFITM3,432,8,NonSpecific,0.08909976300575462,7.217477019955338e-4
chr11,326293,326294,ENSG00000270030.1,RP11-326C3.13,433,1,NonSpecific,0.10425485231431701,2.4012129136981913e-4
chr11,327170,327171,ENSG00000255328.1,RP11-326C3.12,433,16,CellTypeSpecific,0.41307141563943045,6.475596965361007e-16
chr11,333191,333192,ENSG00000270972.1,RP11-326C3.15,433,45,CellTypeSpecific,0.5358624033354852,3.0718036088688462e-22
chr11,417396,417397,ENSG00000185187.12,SIGIRR,455,22,CellTypeSpecific,0.16660740558276674,2.299208342274379e-6
chr11,507299,507300,ENSG00000023191.16,RNH1,461,0,NonSpecific,NA,NA
chr11,537286,537287,ENSG00000174775.16,HRAS,462,32,NonSpecific,0.3696552473185126,5.5020427711945977e-14
chr11,537526,537527,ENSG00000161328.10,LRRC56,462,59,NonSpecific,0.30937070629071467,1.648125483958672e-11
chr11,560778,560779,ENSG00000185522.8,LMNTD2,462,1,CellTypeSpecific,0.32104065242482654,5.6774296585977696e-12
chr11,695532,695533,ENSG00000177042.14,TMEM80,476,16,CellTypeSpecific,0.3537084926900424,2.612140523663117e-13
chr11,777577,777578,ENSG00000255284.1,AP006621.5,493,26,CellTypeSpecific,0.4535231422767047,7.662623765767864e-18
chr11,31509644,31509645,ENSG00000148950.9,IMMP1L,123,37,CellTypeSpecific,0.09473896047523528,4.7964642402509186e-4
chr11,31509699,31509700,ENSG00000109911.18,ELP4,123,22,CellTypeSpecific,0.3684215225733079,6.215054347330599e-14
chr11,31816383,31816384,ENSG00000049449.8,RCN1,117,0,NonSpecific,NA,NA
chr11,32583797,32583798,ENSG00000149100.12,EIF3M,122,8,NonSpecific,0.06370278909449582,0.004516630332242975
chr11,33039416,33039417,ENSG00000176148.15,TCP11L1,153,22,CellTypeSpecific,0.14229151382014404,1.4487931437382597e-5
chr11,33076460,33076461,ENSG00000280798.1,LINC00294,165,12,CellTypeSpecific,0.23038709870246138,1.4780758983370051e-8
chr11,33542071,33542072,ENSG00000110427.14,KIAA1549L,227,6,CellTypeSpecific,0.12750815590867093,4.354725367491101e-5
chr11,33700800,33700801,ENSG00000205177.6,C11orf91,227,14,NonSpecific,0.34153085725693283,8.372528328854927e-13
chr11,33736444,33736445,ENSG00000085063.14,CD59,228,1,CellTypeSpecific,0.06563345870938059,0.003928969436247278
chr11,34105601,34105602,ENSG00000135372.8,NAT10,247,89,CellTypeSpecific,0.2787451983128372,2.496802191915224e-10
chr11,34438924,34438925,ENSG00000121691.4,CAT,230,16,CellTypeSpecific,0.031398414263604735,0.0480550637770054
chr11,34916498,34916499,ENSG00000149089.12,APIP,196,102,CellTypeSpecific,0.4454924002635391,1.895712339469229e-17
chr11,43680679,43680680,ENSG00000149084.12,HSD17B12,132,27,CellTypeSpecific,0.255453480915155,1.8373583002842422e-9
chr11,43947205,43947206,ENSG00000244953.1,RP11-613D13.8,165,31,CellTypeSpecific,0.3329124142223752,1.885725876807712e-12
chr11,44065924,44065925,ENSG00000110455.13,ACCS,169,33,NonSpecific,0.4149007963101949,5.3330611741493495e-16
chr11,44095548,44095549,ENSG00000151348.13,EXT2,170,18,CellTypeSpecific,0.08522918680319062,9.549523499523102e-4
chr11,45355370,45355371,ENSG00000254427.1,RP11-430H10.1,175,12,NonSpecific,0.3182900325773526,7.310041690028081e-12
chr11,45771431,45771432,ENSG00000205106.4,DKFZp779M0652,185,20,NonSpecific,0.22796221361360666,1.802495633277956e-8
chr11,45918811,45918812,ENSG00000121680.15,PEX16,177,6,NonSpecific,0.05741132642295247,0.007117585738023573
chr11,45921620,45921621,ENSG00000165905.17,LARGE2,177,0,NonSpecific,NA,NA
chr11,46380755,46380756,ENSG00000110492.15,MDK,240,26,NonSpecific,0.09388300780117546,5.103686594330209e-4
chr11,46617526,46617527,ENSG00000175224.16,ATG13,270,27,CellTypeSpecific,0.34060166736880476,9.142942678829964e-13
chr11,46700598,46700599,ENSG00000175220.11,ARHGAP1,273,14,CellTypeSpecific,0.1187255253815842,8.324631374666964e-5
chr11,46700817,46700818,ENSG00000175213.2,ZNF408,273,0,NonSpecific,NA,NA
chr11,47186442,47186443,ENSG00000165912.15,PACSIN3,256,24,NonSpecific,0.18960094693198348,3.8761233336579547e-07
chr11,47248905,47248906,ENSG00000134575.9,ACP2,252,6,NonSpecific,0.060415632808904066,0.005727371169520093
chr11,47269160,47269161,ENSG00000110514.19,MADD,252,19,NonSpecific,0.118985183752423,8.167147791993183e-5
chr11,47352701,47352702,ENSG00000134571.10,MYBPC3,249,1,NonSpecific,0.06965768930852158,0.0029387362018585407
chr11,47407131,47407132,ENSG00000165915.13,SLC39A13,252,4,CellTypeSpecific,0.12687573817955114,4.563355327508213e-5
chr11,47426472,47426473,ENSG00000165916.8,PSMC3,251,15,NonSpecific,0.13132756763332312,3.281043301082854e-5
chr11,47594658,47594659,ENSG00000172247.3,C1QTNF4,245,31,CellTypeSpecific,0.19377262522735555,2.7936233569277674e-7
chr11,47642622,47642623,ENSG00000109919.9,MTCH2,245,11,NonSpecific,0.02351858223276482,0.08773255545086259
chr11,47980557,47980558,ENSG00000149177.12,PTPRJ,207,0,NonSpecific,NA,NA
chr11,57237313,57237314,ENSG00000134817.10,APLNR,188,17,CellTypeSpecific,0.14834230220455877,9.198026603407798e-6
chr11,57335876,57335877,ENSG00000149136.8,SSRP1,194,12,CellTypeSpecific,0.07779784295014129,0.0016333865751512696
chr11,57390656,57390657,ENSG00000186652.9,PRG2,194,12,NonSpecific,0.051786059840930654,0.010702096005958879
chr11,57530802,57530803,ENSG00000134809.8,TIMM10,206,17,CellTypeSpecific,0.18684201752056917,4.809737611669215e-7
chr11,57542640,57542641,ENSG00000214872.8,SMTNL1,207,12,NonSpecific,0.3116578919676191,1.339264528917305e-11
chr11,57568283,57568284,ENSG00000156587.15,UBE2L6,210,17,NonSpecific,0.19603263510478094,2.3380475124035785e-7
chr11,57712322,57712323,ENSG00000156603.15,MED19,219,14,NonSpecific,0.21158465357193548,6.787145994872976e-8
chr11,58622672,58622673,ENSG00000242689.2,CNTF,228,0,NonSpecific,NA,NA
chr11,58904214,58904215,ENSG00000156689.6,GLYATL2,216,6,NonSpecific,0.09372072429838108,5.164102656627619e-4
chr11,59142771,59142772,ENSG00000166801.15,FAM111A,242,2,CellTypeSpecific,0.005653665463625553,0.40462229159014906
chr11,59171429,59171430,ENSG00000110042.7,DTX4,245,6,NonSpecific,0.10508358459115372,2.2604293121521402e-4
chr11,59212950,59212951,ENSG00000197629.5,MPEG1,244,11,NonSpecific,0.19972776990009788,1.745991245294018e-7
chr11,60280540,60280541,ENSG00000110079.16,MS4A4A,270,6,CellTypeSpecific,0.04915418036012555,0.012959954097354644
chr11,60378481,60378482,ENSG00000166927.12,MS4A7,273,5,NonSpecific,0.11234490194257574,1.3296498321014222e-4
chr11,60396013,60396014,ENSG00000166928.10,MS4A14,276,22,NonSpecific,0.3660956579989651,7.81524869945605e-14
chr11,60842070,60842071,ENSG00000110104.11,CCDC86,354,24,CellTypeSpecific,0.13132263822142193,3.282244088365411e-5
chr11,60855970,60855971,ENSG00000183134.4,PTGDR2,357,0,NonSpecific,NA,NA
chr11,60924462,60924463,ENSG00000006118.14,TMEM132A,384,2,NonSpecific,0.060398179823033485,0.005734601618250066
chr11,61102394,61102395,ENSG00000110448.10,CD5,392,11,CellTypeSpecific,0.22089350085828044,3.204171286523551e-8
chr11,61241041,61241042,ENSG00000256713.7,PGA5,407,5,NonSpecific,0.19069137414029622,3.5586100820828563e-7
chr11,61391686,61391687,ENSG00000187049.9,TMEM216,406,18,CellTypeSpecific,0.25796674609481995,1.4855134063669494e-9
chr11,61430030,61430031,ENSG00000149532.15,CPSF7,399,11,NonSpecific,0.18249546693666688,6.748991767743385e-7
chr11,61680432,61680433,ENSG00000134780.9,DAGLA,453,8,NonSpecific,0.20644875430554532,1.0235034295415068e-7
chr11,61752648,61752649,ENSG00000124920.13,MYRF,469,1,NonSpecific,0.04753745764094848,0.014580608928888603
chr11,61792635,61792636,ENSG00000134825.15,TMEM258,468,4,CellTypeSpecific,0.10307213559609346,2.617325476944766e-4
chr11,61816255,61816256,ENSG00000134824.13,FADS2,465,3,NonSpecific,0.20559654933315522,1.0954545280649487e-7
chr11,61920268,61920269,ENSG00000167994.11,RAB3IL1,440,9,NonSpecific,0.10255722282508363,2.717344267927138e-4
chr11,62123972,62123973,ENSG00000149503.12,INCENP,408,31,CellTypeSpecific,0.3284188142714441,2.8682048812853386e-12
chr11,62208667,62208668,ENSG00000124939.5,SCGB2A1,391,2,NonSpecific,0.10842827462914563,1.7707768777011098e-4
chr11,62337447,62337448,ENSG00000162174.12,ASRGL1,388,2,NonSpecific,0.09851693138780653,3.64577573033574e-4
chr11,62574085,62574086,ENSG00000254772.9,EEF1G,346,21,CellTypeSpecific,0.19671081390577663,2.2162398715046133e-7
chr11,62612712,62612713,ENSG00000149499.11,EML3,350,2,NonSpecific,0.09014156193754586,6.693133174303245e-4
chr11,62612411,62612412,ENSG00000149489.8,ROM1,350,9,NonSpecific,0.1971356503611068,2.1431469978770754e-7
chr11,62646725,62646726,ENSG00000089597.16,GANAB,347,1,NonSpecific,0.06690723913262672,0.0035838659174761726
chr11,62671282,62671283,ENSG00000162194.12,LBHD1,347,8,CellTypeSpecific,0.24035541216829379,6.499055986157317e-9
chr11,62671774,62671775,ENSG00000204922.4,UQCC3,347,32,CellTypeSpecific,0.14832415658424797,9.21059991161123e-6
chr11,62709844,62709845,ENSG00000168000.14,BSCL2,346,15,CellTypeSpecific,0.2132086758290388,5.957487073334746e-8
chr11,62728068,62728069,ENSG00000162222.13,TTC9C,342,6,NonSpecific,0.21437133185792273,5.425780444338843e-8
chr11,62792020,62792021,ENSG00000168569.7,TMEM223,331,16,NonSpecific,0.0790897926273329,0.0014879501967700192
chr11,62921806,62921807,ENSG00000168539.3,CHRM1,299,3,NonSpecific,0.05595410427446355,0.00790969422420426
chr11,63616882,63616883,ENSG00000176485.11,PLA2G16,228,5,NonSpecific,0.18481880923094743,5.632255697520241e-7
chr11,63671920,63671921,ENSG00000184743.12,ATL3,223,7,NonSpecific,0.05125150204522202,0.011125991566166143
chr11,64185271,64185272,ENSG00000168439.16,STIP1,255,7,NonSpecific,0.15172054906177387,7.129852940704316e-6
chr11,64225869,64225870,ENSG00000149743.13,TRPT1,263,17,NonSpecific,0.027663313299179607,0.0637678662424365
chr11,64234537,64234538,ENSG00000173511.9,VEGFB,264,13,CellTypeSpecific,9.790142522308921e-5,0.9127937470788103
chr11,64241003,64241004,ENSG00000173486.12,FKBP2,264,9,CellTypeSpecific,0.16300715300294819,3.0273891263437897e-6
chr11,781644,781645,ENSG00000255142.1,AP006621.6,494,15,CellTypeSpecific,0.38530236339656165,1.1495022090112711e-14
chr11,797510,797511,ENSG00000274897.2,PANO1,496,13,CellTypeSpecific,0.359795741534274,1.4477331208989405e-13
chr11,809645,809646,ENSG00000177595.17,PIDD1,496,14,NonSpecific,0.18360655200029175,6.190051907819689e-7
chr11,809753,809754,ENSG00000177600.8,RPLP2,496,24,NonSpecific,0.2894193251443038,9.804181501849552e-11
chr11,832883,832884,ENSG00000177697.17,CD151,499,6,NonSpecific,0.10811079483440332,1.8123282571571946e-4
chr11,842544,842545,ENSG00000177700.5,POLR2L,502,9,CellTypeSpecific,0.18516650156083422,5.481635685606256e-7
chr11,842807,842808,ENSG00000214063.10,TSPAN4,502,2,NonSpecific,0.14043083540350124,1.6652454290433057e-5
chr11,1891771,1891772,ENSG00000283787.1,PRR33,271,4,CellTypeSpecific,0.1154240092859765,1.0609682315166603e-4
chr11,1919561,1919562,ENSG00000130595.17,TNNT3,283,1,NonSpecific,0.06777966940034628,0.0033651900197014966
chr11,64318083,64318084,ENSG00000173113.6,TRMT112,281,7,NonSpecific,0.15583028759854012,5.2247498812546445e-6
chr11,64723187,64723188,ENSG00000110076.18,NRXN2,341,9,NonSpecific,0.05726867595939978,0.007191462608828891
chr11,65027407,65027408,ENSG00000110025.12,SNX15,425,5,NonSpecific,0.05973584378132439,0.0060158854446233185
chr11,65181193,65181194,ENSG00000014216.15,CAPN1,434,10,CellTypeSpecific,0.05436411197359078,0.008875779234389784
chr11,65333753,65333754,ENSG00000133884.9,DPF2,441,18,CellTypeSpecific,0.16510626835240852,2.5789901505785924e-6
chr11,65354766,65354767,ENSG00000173825.6,TIGD3,449,1,NonSpecific,0.07669123236751114,0.00176918568291439
chr11,65422773,65422774,ENSG00000245532.7,NEAT1,452,9,CellTypeSpecific,0.14031036231060112,1.680313741109921e-5
chr11,65558929,65558930,ENSG00000168056.15,LTBP3,486,2,NonSpecific,0.0582897948420172,0.006679181156037122
chr11,65576037,65576038,ENSG00000173442.12,EHBP1L1,495,17,CellTypeSpecific,0.2026753852284525,1.3820475745717301e-7
chr11,65614248,65614249,ENSG00000173327.7,MAP3K11,500,18,CellTypeSpecific,0.0542659273070612,0.008939199390352476
chr11,65720946,65720947,ENSG00000172922.8,RNASEH2C,502,43,CellTypeSpecific,0.2674213445893698,6.637293375130131e-10
chr11,65861945,65861946,ENSG00000172757.12,CFL1,493,7,CellTypeSpecific,0.197109435238024,2.1475876242198123e-7
chr11,65833640,65833641,ENSG00000172803.17,SNX32,492,27,CellTypeSpecific,0.45929564778098764,3.9636077994129875e-18
chr11,65873591,65873592,ENSG00000172638.12,EFEMP2,493,11,CellTypeSpecific,0.08521502067675385,9.559308311628976e-4
chr11,65879808,65879809,ENSG00000172543.7,CTSW,494,30,NonSpecific,0.42389990092181656,2.0346751825707872e-16
chr11,65888538,65888539,ENSG00000172500.12,FIBP,497,27,CellTypeSpecific,0.263623143918584,9.184355950550402e-10
chr11,65919256,65919257,ENSG00000175550.7,DRAP1,495,25,CellTypeSpecific,0.1960166230886835,2.3410018267223532e-7
chr11,66002077,66002078,ENSG00000175376.8,EIF1AD,505,8,NonSpecific,0.12105852001192818,7.011091855019584e-5
chr11,66002176,66002177,ENSG00000175334.7,BANF1,505,21,NonSpecific,0.10128080453053089,2.981942161414349e-4
chr11,66011840,66011841,ENSG00000175315.2,CST6,501,27,NonSpecific,0.2804056679693307,2.1607336175061267e-10
chr11,66050728,66050729,ENSG00000087365.15,SF3B2,490,17,CellTypeSpecific,0.15577789542530984,5.245535998718933e-6
chr11,66070453,66070454,ENSG00000175115.11,PACS1,488,27,NonSpecific,0.16144586192461882,3.410046594245095e-6
chr11,66278189,66278190,ENSG00000174871.10,CNIH2,458,29,CellTypeSpecific,0.4649450930326447,2.0653367316889525e-18
chr11,66345124,66345125,ENSG00000174744.13,BRMS1,458,8,CellTypeSpecific,0.04297645012598933,0.020354674443239622
chr11,66347691,66347692,ENSG00000174684.6,B4GAT1,457,18,CellTypeSpecific,0.14112276662085774,1.581253633586645e-5
chr11,66480012,66480013,ENSG00000254986.7,DPP3,473,33,CellTypeSpecific,0.18884437828754838,4.1126878256486915e-7
chr11,66546394,66546395,ENSG00000248746.5,ACTN3,469,9,NonSpecific,0.17336241289255064,1.3685676795185911e-6
chr11,66568840,66568841,ENSG00000174080.10,CTSF,467,52,NonSpecific,0.2040305868640206,1.240907942416893e-7
chr11,66729225,66729226,ENSG00000173898.11,SPTBN2,470,1,NonSpecific,0.0409051943610622,0.0237011362558344
chr11,66856646,66856647,ENSG00000173621.8,LRFN4,459,18,CellTypeSpecific,0.06646960302410444,0.0036988661403042256
chr11,67056817,67056818,ENSG00000173156.6,RHOD,405,5,CellTypeSpecific,0.20173362654479407,1.4893381940950272e-7
chr11,67288546,67288547,ENSG00000172932.14,ANKRD13D,393,5,CellTypeSpecific,0.056900827451134214,0.007385550283280844
chr11,67303447,67303448,ENSG00000172830.12,SSH3,386,12,CellTypeSpecific,0.14336344278764915,1.3369829264893152e-5
chr11,67317870,67317871,ENSG00000172613.7,RAD9A,383,6,CellTypeSpecific,0.05816077377471934,0.006741825442547668
chr11,67374415,67374416,ENSG00000275484.1,CTC-1337H24.4,373,12,CellTypeSpecific,0.2086423276737657,8.590458614851849e-8
chr11,67428482,67428483,ENSG00000175634.14,RPS6KB2,370,7,NonSpecific,0.10691847040516807,1.9771982170926685e-4
chr11,67483040,67483041,ENSG00000110711.9,AIP,362,10,CellTypeSpecific,0.12914067574636268,3.858806309040265e-5
chr11,67583594,67583595,ENSG00000084207.15,GSTP1,328,4,CellTypeSpecific,0.15747165734680516,4.613195754886571e-6
chr11,67606851,67606852,ENSG00000167792.11,NDUFV1,323,9,CellTypeSpecific,0.16338214692896824,2.941991738455545e-6
chr11,67629929,67629930,ENSG00000167799.9,NUDT8,319,9,NonSpecific,0.1356519332691278,2.3788502926901005e-5
chr11,67650658,67650659,ENSG00000132744.7,ACY3,315,4,NonSpecific,0.12631271426811266,4.757400046426895e-5
chr11,68004981,68004982,ENSG00000110057.7,UNC93B1,346,10,CellTypeSpecific,0.250529895875486,2.7811321955922363e-9
chr11,68039015,68039016,ENSG00000110719.9,TCIRG1,349,12,NonSpecific,0.27538497545554197,3.342136601855392e-10
chr11,68312608,68312609,ENSG00000162337.11,LRP5,336,2,NonSpecific,0.058731638148609724,0.0064690550349705035
chr11,68870663,68870664,ENSG00000250508.1,RP11-757G1.6,255,7,NonSpecific,0.1845214071242688,5.764325514149265e-7
